Cell ID Num;Alpha Cell ID;*eNodeB ID;*Local Cell ID;Vendor;eNodeB ID;eNodeB Name;Cell Name;eCGI;4T4R Cells / 2T2R Cells;Band;Frequency Band;Bandwidth;EUARFCNDL;PCI;TAC;Longitude;Latitude;Azimuth;E-DownTilt;M-DownTilt;Height
50401;EA5040N1;5040;1;Huawei;EA5040;EA5040-Bulebi;EA5040-Bulebi_N1;641-01-5040-01;2T2R;L1800;3;10MHz;1600;342;4903;32.68867;0.11494;90;0;3;30
50402;EA5040O1;5040;2;Huawei;EA5040;EA5040-Bulebi;EA5040-Bulebi_O1;641-01-5040-02;2T2R;L1800;3;10MHz;1600;343;4903;32.68867;0.11494;230;0;3;30
50410;EA5041M1;5041;0;Huawei;EA5041;EA5041-Nabwigulu;EA5041-Nabwigulu_M1;641-01-5041-00;2T2R;L1800;3;10MHz;1600;493;4903;33.125;0.94889;320;0;5;30
50411;EA5041N1;5041;1;Huawei;EA5041;EA5041-Nabwigulu;EA5041-Nabwigulu_N1;641-01-5041-01;2T2R;L1800;3;10MHz;1600;494;4903;33.125;0.94889;90;0;4;30
50412;EA5041O1;5041;2;Huawei;EA5041;EA5041-Nabwigulu;EA5041-Nabwigulu_O1;641-01-5041-02;2T2R;L1800;3;10MHz;1600;492;4903;33.125;0.94889;220;0;2;30
50460;EA5046M1;5046;0;Huawei;EA5046;EA5046-Busamu;EA5046-Busamu_M1;641-01-5046-00;2T2R;L1800;3;10MHz;1600;91;5803;33.5751;0.24108;60;0;5;47
50461;EA5046N1;5046;1;Huawei;EA5046;EA5046-Busamu;EA5046-Busamu_N1;641-01-5046-01;2T2R;L1800;3;10MHz;1600;90;5803;33.5751;0.24108;210;0;5;47
50462;EA5046O1;5046;2;Huawei;EA5046;EA5046-Busamu;EA5046-Busamu_O1;641-01-5046-02;2T2R;L1800;3;10MHz;1600;92;5803;33.5751;0.24108;330;0;5;47
50580;EA5058M1;5058;0;Huawei;EA5058;EA5058-Lubani;EA5058-Lubani_M1;641-01-5058-00;2T2R;L1800;3;10MHz;1600;192;4903;33.11776;0.6168;45;0;2;50
50581;EA5058N1;5058;1;Huawei;EA5058;EA5058-Lubani;EA5058-Lubani_N1;641-01-5058-01;2T2R;L1800;3;10MHz;1600;193;4903;33.11776;0.6168;180;0;2;50
50582;EA5058O1;5058;2;Huawei;EA5058;EA5058-Lubani;EA5058-Lubani_O1;641-01-5058-02;2T2R;L1800;3;10MHz;1600;194;4903;33.11776;0.6168;320;0;2;50
50610;EA5061M1;5061;0;Huawei;EA5061;EA5061-Wampologoma;EA5061-Wampologoma_M1;641-01-5061-00;2T2R;L1800;3;10MHz;1600;393;4903;32.9945;0.77659;30;0;2;47
50611;EA5061N1;5061;1;Huawei;EA5061;EA5061-Wampologoma;EA5061-Wampologoma_N1;641-01-5061-01;2T2R;L1800;3;10MHz;1600;394;4903;32.9945;0.77659;120;0;2;47
50612;EA5061O1;5061;2;Huawei;EA5061;EA5061-Wampologoma;EA5061-Wampologoma_O1;641-01-5061-02;2T2R;L1800;3;10MHz;1600;395;4903;32.9945;0.77659;270;0;2;47
50630;EA5063M1;5063;0;Huawei;EA5063;EA5063-Nawangoma;EA5063-Nawangoma_M1;641-01-5063-00;2T2R;L1800;3;10MHz;1600;179;4903;33.21516;0.54197;0;0;2;48
50631;EA5063N1;5063;1;Huawei;EA5063;EA5063-Nawangoma;EA5063-Nawangoma_N1;641-01-5063-01;2T2R;L1800;3;10MHz;1600;177;4903;33.21516;0.54197;0;0;2;48
50632;EA5063O1;5063;2;Huawei;EA5063;EA5063-Nawangoma;EA5063-Nawangoma_O1;641-01-5063-02;2T2R;L1800;3;10MHz;1600;178;4903;33.21516;0.54197;0;0;2;48
50640;EA5064M1;5064;0;Huawei;EA5064;EA5064-Bwalula;EA5064-Bwalula_M1;641-01-5064-00;2T2R;L1800;3;10MHz;1600;146;5803;33.64619;0.45731;60;0;0;53
50641;EA5064N1;5064;1;Huawei;EA5064;EA5064-Bwalula;EA5064-Bwalula_N1;641-01-5064-01;2T2R;L1800;3;10MHz;1600;144;5803;33.64619;0.45731;140;0;1;53
50642;EA5064O1;5064;2;Huawei;EA5064;EA5064-Bwalula;EA5064-Bwalula_O1;641-01-5064-02;2T2R;L1800;3;10MHz;1600;145;5803;33.64619;0.45731;290;0;2;53
50660;EA5066M1;5066;0;Huawei;EA5066;EA5066-Nawanyago;EA5066-Nawanyago_M1;641-01-5066-00;2T2R;L1800;3;10MHz;1600;159;4903;33.156555;0.717005;100;0;3;47
50661;EA5066N1;5066;1;Huawei;EA5066;EA5066-Nawanyago;EA5066-Nawanyago_N1;641-01-5066-01;2T2R;L1800;3;10MHz;1600;160;4903;33.156555;0.717005;180;0;3;47
50662;EA5066O1;5066;2;Huawei;EA5066;EA5066-Nawanyago;EA5066-Nawanyago_O1;641-01-5066-02;2T2R;L1800;3;10MHz;1600;161;4903;33.156555;0.717005;345;0;3;47
50680;EA5068M1;5068;0;Huawei;EA5068;EA5068-Butabaala;EA5068-Butabaala_M1;641-01-5068-00;2T2R;L1800;3;10MHz;1600;153;4903;33.09967;0.890877;340;0;4;48
50681;EA5068N1;5068;1;Huawei;EA5068;EA5068-Butabaala;EA5068-Butabaala_N1;641-01-5068-01;2T2R;L1800;3;10MHz;1600;155;4903;33.09967;0.890877;120;0;4;48
50682;EA5068O1;5068;2;Huawei;EA5068;EA5068-Butabaala;EA5068-Butabaala_O1;641-01-5068-02;2T2R;L1800;3;10MHz;1600;154;4903;33.09967;0.890877;220;0;4;48
50710;EA5071M1;5071;0;Huawei;EA5071;EA5071-Kamus;EA5071-Kamus_M1;641-01-5071-00;2T2R;L1800;3;10MHz;1600;479;5804;34.32671;1.31806;350;0;3;30
50711;EA5071N1;5071;1;Huawei;EA5071;EA5071-Kamus;EA5071-Kamus_N1;641-01-5071-01;2T2R;L1800;3;10MHz;1600;477;5804;34.32671;1.31806;80;0;3;30
50712;EA5071O1;5071;2;Huawei;EA5071;EA5071-Kamus;EA5071-Kamus_O1;641-01-5071-02;2T2R;L1800;3;10MHz;1600;478;5804;34.32671;1.31806;200;0;3;30
50891;EA5089M1;5089;1;ZTE;EA5089;EA5089-Malera;EA5089-Malera_M1;641-01-5089-01;2T2R;L1800;3;10MHz;1600;318;5801;33.99664;1.41306;50;0;0;50
50892;EA5089N1;5089;2;ZTE;EA5089;EA5089-Malera;EA5089-Malera_N1;641-01-5089-02;2T2R;L1800;3;10MHz;1600;319;5801;33.99664;1.41306;140;0;0;50
50893;EA5089O1;5089;3;ZTE;EA5089;EA5089-Malera;EA5089-Malera_O1;641-01-5089-03;2T2R;L1800;3;10MHz;1600;320;5801;33.99664;1.41306;300;0;0;50
51250;EA5125M1;5125;0;Huawei;EA5125;EA5125-Kamuli;EA5125-Kamuli_M1;641-01-5125-00;2T2R;L1800;3;10MHz;1600;27;4903;33.12375;0.94217;350;0;2;40
51251;EA5125N1;5125;1;Huawei;EA5125;EA5125-Kamuli;EA5125-Kamuli_N1;641-01-5125-01;2T2R;L1800;3;10MHz;1600;29;4903;33.12375;0.94217;120;0;4;44
51252;EA5125O1;5125;2;Huawei;EA5125;EA5125-Kamuli;EA5125-Kamuli_O1;641-01-5125-02;2T2R;L1800;3;10MHz;1600;28;4903;33.12375;0.94217;240;0;1;44
51310;EA5131M1;5131;0;Huawei;EA5131;EA5131-Kapchorwa;EA5131-Kapchorwa_M1;641-01-5131-00;2T2R;L1800;3;10MHz;1600;350;5804;34.44657;1.39773;320;0;3;30
51311;EA5131N1;5131;1;Huawei;EA5131;EA5131-Kapchorwa;EA5131-Kapchorwa_N1;641-01-5131-01;2T2R;L1800;3;10MHz;1600;348;5804;34.44657;1.39773;100;0;3;30
51312;EA5131O1;5131;2;Huawei;EA5131;EA5131-Kapchorwa;EA5131-Kapchorwa_O1;641-01-5131-02;2T2R;L1800;3;10MHz;1600;349;5804;34.44657;1.39773;190;0;3;30
51500;EA5150M1;5150;0;Huawei;EA5150;EA5150-ATC_Misindye Hill 900;EA5150-ATC_Misindye Hill 900_M1;641-01-5150-00;2T2R;L1800;3;10MHz;1600;216;4903;33.0298;0.3522;49;0;3;30
51501;EA5150N1;5150;1;Huawei;EA5150;EA5150-ATC_Misindye Hill 900;EA5150-ATC_Misindye Hill 900_N1;641-01-5150-01;2T2R;L1800;3;10MHz;1600;217;4903;33.0298;0.3522;260;0;3;30
51502;EA5150O1;5150;2;Huawei;EA5150;EA5150-ATC_Misindye Hill 900;EA5150-ATC_Misindye Hill 900_O1;641-01-5150-02;2T2R;L1800;3;10MHz;1600;218;4903;33.0298;0.3522;335;0;3;30
51510;EA5151M1;5151;0;Huawei;EA5151;EA5151-UTL-ETN_Kiyindi 900;EA5151-UTL-ETN_Kiyindi 900_M1;641-01-5151-00;2T2R;L1800;3;10MHz;1600;188;4903;33.1276;0.2829;30;0;2;45
51511;EA5151N1;5151;1;Huawei;EA5151;EA5151-UTL-ETN_Kiyindi 900;EA5151-UTL-ETN_Kiyindi 900_N1;641-01-5151-01;2T2R;L1800;3;10MHz;1600;187;4903;33.1276;0.2829;90;0;2;45
51512;EA5151O1;5151;2;Huawei;EA5151;EA5151-UTL-ETN_Kiyindi 900;EA5151-UTL-ETN_Kiyindi 900_O1;641-01-5151-02;2T2R;L1800;3;10MHz;1600;186;4903;33.1276;0.2829;240;0;2;45
51520;EA5152M1;5152;0;Huawei;EA5152;EA5152-OUL_Magyo Island;EA5152-OUL_Magyo Island_M1;641-01-5152-00;2T2R;L1800;3;10MHz;1600;301;4903;33.2845;0.1583;120;0;3;30
51521;EA5152N1;5152;1;Huawei;EA5152;EA5152-OUL_Magyo Island;EA5152-OUL_Magyo Island_N1;641-01-5152-01;2T2R;L1800;3;10MHz;1600;300;4903;33.2845;0.1583;240;0;3;30
51522;EA5152O1;5152;2;Huawei;EA5152;EA5152-OUL_Magyo Island;EA5152-OUL_Magyo Island_O1;641-01-5152-02;2T2R;L1800;3;10MHz;1600;302;4903;33.2845;0.1583;320;0;3;30
51540;EA5154M1;5154;0;Huawei;EA5154;EA5154-OUL_Bugadde;EA5154-OUL_Bugadde_M1;641-01-5154-00;2T2R;L1800;3;10MHz;1600;462;5803;33.52302;0.33303;60;0;3;30
51541;EA5154N1;5154;1;Huawei;EA5154;EA5154-OUL_Bugadde;EA5154-OUL_Bugadde_N1;641-01-5154-01;2T2R;L1800;3;10MHz;1600;463;5803;33.52302;0.33303;160;0;3;30
51542;EA5154O1;5154;2;Huawei;EA5154;EA5154-OUL_Bugadde;EA5154-OUL_Bugadde_O1;641-01-5154-02;2T2R;L1800;3;10MHz;1600;464;5803;33.52302;0.33303;240;0;3;30
51910;EA5191M1;5191;0;Huawei;EA5191;EA5191-Butente;EA5191-Butente_M1;641-01-5191-00;2T2R;L1800;3;5MHz;1575;112;4903;33.57454;0.63118;350;0;3;30
51911;EA5191N1;5191;1;Huawei;EA5191;EA5191-Butente;EA5191-Butente_N1;641-01-5191-01;2T2R;L1800;3;5MHz;1575;111;4903;33.57454;0.63118;100;0;3;30
51912;EA5191O1;5191;2;Huawei;EA5191;EA5191-Butente;EA5191-Butente_O1;641-01-5191-02;2T2R;L1800;3;5MHz;1575;113;4903;33.57454;0.63118;240;0;3;30
51920;EA5192M1;5192;0;Huawei;EA5192;EA5192-Butaba;EA5192-Butaba_M1;641-01-5192-00;2T2R;L1800;3;10MHz;1600;71;4903;33.65606;0.6152;340;0;0;47
51921;EA5192N1;5192;1;Huawei;EA5192;EA5192-Butaba;EA5192-Butaba_N1;641-01-5192-01;2T2R;L1800;3;10MHz;1600;70;4903;33.65606;0.6152;130;0;0;47
51922;EA5192O1;5192;2;Huawei;EA5192;EA5192-Butaba;EA5192-Butaba_O1;641-01-5192-02;2T2R;L1800;3;10MHz;1600;69;4903;33.65606;0.6152;300;0;1;47
51990;EA5199M1;5199;0;Huawei;EA5199;EA5199-Kabimbiri;EA5199-Kabimbiri_M1;641-01-5199-00;2T2R;L1800;3;10MHz;1600;180;4903;32.8492;0.6488;60;0;6;50
51991;EA5199N1;5199;1;Huawei;EA5199;EA5199-Kabimbiri;EA5199-Kabimbiri_N1;641-01-5199-01;2T2R;L1800;3;10MHz;1600;181;4903;32.8492;0.6488;180;0;4;50
51992;EA5199O1;5199;2;Huawei;EA5199;EA5199-Kabimbiri;EA5199-Kabimbiri_O1;641-01-5199-02;2T2R;L1800;3;10MHz;1600;182;4903;32.8492;0.6488;280;0;0;50
52040;EA5204M1;5204;0;Huawei;EA5204;EA5204-Kapkwai;EA5204-Kapkwai_M1;641-01-5204-00;2T2R;L1800;3;10MHz;1600;415;5804;34.39577;1.36758;10;0;3;30
52041;EA5204N1;5204;1;Huawei;EA5204;EA5204-Kapkwai;EA5204-Kapkwai_N1;641-01-5204-01;2T2R;L1800;3;10MHz;1600;414;5804;34.39577;1.36758;190;0;3;30
52042;EA5204O1;5204;2;Huawei;EA5204;EA5204-Kapkwai;EA5204-Kapkwai_O1;641-01-5204-02;2T2R;L1800;3;10MHz;1600;416;5804;34.39577;1.36758;310;0;3;30
52230;EA5223M1;5223;0;Huawei;EA5223;EA5223-Kasambira;EA5223-Kasambira_M1;641-01-5223-00;2T2R;L1800;3;10MHz;1600;135;4903;33.16009;0.79149;0;0;3;30
52231;EA5223N1;5223;1;Huawei;EA5223;EA5223-Kasambira;EA5223-Kasambira_N1;641-01-5223-01;2T2R;L1800;3;10MHz;1600;136;4903;33.16009;0.79149;120;0;3;30
52232;EA5223O1;5223;2;Huawei;EA5223;EA5223-Kasambira;EA5223-Kasambira_O1;641-01-5223-02;2T2R;L1800;3;10MHz;1600;137;4903;33.16009;0.79149;240;0;3;30
52440;EA5244M1;5244;0;Huawei;EA5244;EA5244-Kamuli_3;EA5244-Kamuli_3_M1;641-01-5244-00;2T2R;L1800;3;10MHz;1600;482;4903;33.11827;0.94529;60;0;4;47
52441;EA5244N1;5244;1;Huawei;EA5244;EA5244-Kamuli_3;EA5244-Kamuli_3_N1;641-01-5244-01;2T2R;L1800;3;10MHz;1600;480;4903;33.11827;0.94529;180;0;2;47
52442;EA5244O1;5244;2;Huawei;EA5244;EA5244-Kamuli_3;EA5244-Kamuli_3_O1;641-01-5244-02;2T2R;L1800;3;10MHz;1600;481;4903;33.11827;0.94529;320;0;0;47
52720;EA5272M1;5272;0;Huawei;EA5272;EA5272-ATC_Kyanvuma;EA5272-ATC_Kyanvuma_M1;641-01-5272-00;2T2R;L1800;3;10MHz;1600;123;4903;33.27158056;0.761575;0;0;0;36
52721;EA5272N1;5272;1;Huawei;EA5272;EA5272-ATC_Kyanvuma;EA5272-ATC_Kyanvuma_N1;641-01-5272-01;2T2R;L1800;3;10MHz;1600;124;4903;33.27158056;0.761575;100;0;2;36
52722;EA5272O1;5272;2;Huawei;EA5272;EA5272-ATC_Kyanvuma;EA5272-ATC_Kyanvuma_O1;641-01-5272-02;2T2R;L1800;3;10MHz;1600;125;4903;33.27158056;0.761575;210;0;0;36
52730;EA5273M1;5273;0;Huawei;EA5273;EA5273-Busana;EA5273-Busana_M1;641-01-5273-00;2T2R;L1800;3;10MHz;1600;162;4903;32.9562;0.74185;40;0;2;50
52731;EA5273N1;5273;1;Huawei;EA5273;EA5273-Busana;EA5273-Busana_N1;641-01-5273-01;2T2R;L1800;3;10MHz;1600;163;4903;32.9562;0.74185;160;0;2;50
52732;EA5273O1;5273;2;Huawei;EA5273;EA5273-Busana;EA5273-Busana_O1;641-01-5273-02;2T2R;L1800;3;10MHz;1600;164;4903;32.9562;0.74185;280;0;2;50
53101;EA5310M1;5310;1;ZTE;EA5310;EA5310-Achowa;EA5310-Achowa_M1;641-01-5310-01;2T2R;L1800;3;10MHz;1600;297;5801;33.7866;2.06211;50;0;2;50
53102;EA5310N1;5310;2;ZTE;EA5310;EA5310-Achowa;EA5310-Achowa_N1;641-01-5310-02;2T2R;L1800;3;10MHz;1600;298;5801;33.7866;2.06211;140;0;2;50
53103;EA5310O1;5310;3;ZTE;EA5310;EA5310-Achowa;EA5310-Achowa_O1;641-01-5310-03;2T2R;L1800;3;10MHz;1600;299;5801;33.7866;2.06211;260;0;2;50
53141;EA5314M1;5314;1;ZTE;EA5314;EA5314-Kapujan;EA5314-Kapujan_M1;641-01-5314-01;2T2R;L1800;3;10MHz;1600;99;5801;33.923639;1.738279;0;0;2;48
53142;EA5314N1;5314;2;ZTE;EA5314;EA5314-Kapujan;EA5314-Kapujan_N1;641-01-5314-02;2T2R;L1800;3;10MHz;1600;100;5801;33.923639;1.738279;90;0;2;48
53143;EA5314O1;5314;3;ZTE;EA5314;EA5314-Kapujan;EA5314-Kapujan_O1;641-01-5314-03;2T2R;L1800;3;10MHz;1600;101;5801;33.923639;1.738279;210;0;2;48
53351;EA5335M1;5335;1;ZTE;EA5335;EA5335-Kidongole;EA5335-Kidongole_M1;641-01-5335-01;2T2R;L1800;3;10MHz;1600;324;5801;34.0115;1.24188;0;0;2;50
53352;EA5335N1;5335;2;ZTE;EA5335;EA5335-Kidongole;EA5335-Kidongole_N1;641-01-5335-02;2T2R;L1800;3;10MHz;1600;325;5801;34.0115;1.24188;120;0;2;50
53353;EA5335O1;5335;3;ZTE;EA5335;EA5335-Kidongole;EA5335-Kidongole_O1;641-01-5335-03;2T2R;L1800;3;10MHz;1600;326;5801;34.0115;1.24188;230;0;0;50
53481;EA5348M1;5348;1;ZTE;EA5348;EA5348-Buseta;EA5348-Buseta_M1;641-01-5348-01;2T2R;L1800;3;10MHz;1600;378;5801;33.749996;1.085788;30;0;2;48
53482;EA5348N1;5348;2;ZTE;EA5348;EA5348-Buseta;EA5348-Buseta_N1;641-01-5348-02;2T2R;L1800;3;10MHz;1600;379;5801;33.749996;1.085788;160;0;2;48
53483;EA5348O1;5348;3;ZTE;EA5348;EA5348-Buseta;EA5348-Buseta_O1;641-01-5348-03;2T2R;L1800;3;10MHz;1600;380;5801;33.749996;1.085788;270;0;2;48
53631;EA5363M1;5363;1;ZTE;EA5363;EA5363-Bukobo;EA5363-Bukobo_M1;641-01-5363-01;2T2R;L1800;3;10MHz;1600;315;5801;33.332327;1.029685;0;0;2;48
53632;EA5363N1;5363;2;ZTE;EA5363;EA5363-Bukobo;EA5363-Bukobo_N1;641-01-5363-02;2T2R;L1800;3;10MHz;1600;316;5801;33.332327;1.029685;110;0;2;48
53633;EA5363O1;5363;3;ZTE;EA5363;EA5363-Bukobo;EA5363-Bukobo_O1;641-01-5363-03;2T2R;L1800;3;10MHz;1600;317;5801;33.332327;1.029685;220;0;0;48
53691;EA5369M1;5369;1;ZTE;EA5369;EA5369-Magoro;EA5369-Magoro_M1;641-01-5369-01;2T2R;L1800;3;10MHz;1600;354;5801;34.10173056;1.728280556;0;0;2;48
53692;EA5369N1;5369;2;ZTE;EA5369;EA5369-Magoro;EA5369-Magoro_N1;641-01-5369-02;2T2R;L1800;3;10MHz;1600;355;5801;34.10173056;1.728280556;120;0;2;48
53693;EA5369O1;5369;3;ZTE;EA5369;EA5369-Magoro;EA5369-Magoro_O1;641-01-5369-03;2T2R;L1800;3;10MHz;1600;356;5801;34.10173056;1.728280556;240;0;2;48
53701;EA5370M1;5370;1;ZTE;EA5370;EA5370-Kobwin;EA5370-Kobwin_M1;641-01-5370-01;2T2R;L1800;3;10MHz;1600;444;5801;33.73198;1.39251;20;0;0;49
53702;EA5370N1;5370;2;ZTE;EA5370;EA5370-Kobwin;EA5370-Kobwin_N1;641-01-5370-02;2T2R;L1800;3;10MHz;1600;445;5801;33.73198;1.39251;150;0;0;49
53703;EA5370O1;5370;3;ZTE;EA5370;EA5370-Kobwin;EA5370-Kobwin_O1;641-01-5370-03;2T2R;L1800;3;10MHz;1600;446;5801;33.73198;1.39251;260;0;0;49
53890;EA5389M1;5389;0;Huawei;EA5389;EA5389-ATC_Nampanyi;EA5389-ATC_Nampanyi_M1;641-01-5389-00;2T2R;L1800;3;10MHz;1600;150;4903;33.036711;0.77315;0;0;2;50
53891;EA5389N1;5389;1;Huawei;EA5389;EA5389-ATC_Nampanyi;EA5389-ATC_Nampanyi_N1;641-01-5389-01;2T2R;L1800;3;10MHz;1600;151;4903;33.036711;0.77315;120;0;2;50
53892;EA5389O1;5389;2;Huawei;EA5389;EA5389-ATC_Nampanyi;EA5389-ATC_Nampanyi_O1;641-01-5389-02;2T2R;L1800;3;10MHz;1600;152;4903;33.036711;0.77315;240;0;2;50
53910;EA5391M1;5391;0;Huawei;EA5391;EA5391-ATC_Mbale College 2;EA5391-ATC_Mbale College 2_M1;641-01-5391-00;2T2R;L1800;3;10MHz;1600;151;5804;34.190561;1.093419;0;0;2;50
53911;EA5391N1;5391;1;Huawei;EA5391;EA5391-ATC_Mbale College 2;EA5391-ATC_Mbale College 2_N1;641-01-5391-01;2T2R;L1800;3;10MHz;1600;150;5804;34.190561;1.093419;120;0;2;50
53912;EA5391O1;5391;2;Huawei;EA5391;EA5391-ATC_Mbale College 2;EA5391-ATC_Mbale College 2_O1;641-01-5391-02;2T2R;L1800;3;10MHz;1600;152;5804;34.190561;1.093419;240;0;2;50
53931;EA5393M1;5393;1;ZTE;EA5393;EA5393-ATC Dodos;EA5393-ATC Dodos_M1;641-01-5393-01;2T2R;L1800;3;10MHz;1600;93;5801;33.81914;1.95783;90;0;2;48
53932;EA5393N1;5393;2;ZTE;EA5393;EA5393-ATC Dodos;EA5393-ATC Dodos_N1;641-01-5393-02;2T2R;L1800;3;10MHz;1600;94;5801;33.81914;1.95783;200;0;2;48
53933;EA5393O1;5393;3;ZTE;EA5393;EA5393-ATC Dodos;EA5393-ATC Dodos_O1;641-01-5393-03;2T2R;L1800;3;10MHz;1600;95;5801;33.81914;1.95783;290;0;2;48
53960;EA5396M1;5396;0;Huawei;EA5396;EA5396-Mbale Market;EA5396-Mbale Market_M1;641-01-5396-00;2T2R;L1800;3;10MHz;1600;163;5804;34.177319;1.071386;0;0;2;18
53961;EA5396N1;5396;1;Huawei;EA5396;EA5396-Mbale Market;EA5396-Mbale Market_N1;641-01-5396-01;2T2R;L1800;3;10MHz;1600;164;5804;34.177319;1.071386;120;0;2;18
53962;EA5396O1;5396;2;Huawei;EA5396;EA5396-Mbale Market;EA5396-Mbale Market_O1;641-01-5396-02;2T2R;L1800;3;10MHz;1600;162;5804;34.177319;1.071386;240;0;2;18
53971;EA5397M1;5397;1;ZTE;EA5397;EA5397-ATC Ivukula;EA5397-ATC Ivukula_M1;641-01-5397-01;2T2R;L1800;3;10MHz;1600;480;5801;33.628537;0.942004;0;0;2;48
53972;EA5397N1;5397;2;ZTE;EA5397;EA5397-ATC Ivukula;EA5397-ATC Ivukula_N1;641-01-5397-02;2T2R;L1800;3;10MHz;1600;481;5801;33.628537;0.942004;120;0;2;48
53973;EA5397O1;5397;3;ZTE;EA5397;EA5397-ATC Ivukula;EA5397-ATC Ivukula_O1;641-01-5397-03;2T2R;L1800;3;10MHz;1600;482;5801;33.628537;0.942004;200;0;2;48
53980;EA5398M1;5398;0;Huawei;EA5398;EA5398-ATC_Bulubandi;EA5398-ATC_Bulubandi_M1;641-01-5398-00;2T2R;L1800;3;5MHz;1575;452;4903;33.49918;0.60629;0;0;6;27
53981;EA5398N1;5398;1;Huawei;EA5398;EA5398-ATC_Bulubandi;EA5398-ATC_Bulubandi_N1;641-01-5398-01;2T2R;L1800;3;5MHz;1575;451;4903;33.49918;0.60629;80;0;6;27
53982;EA5398O1;5398;2;Huawei;EA5398;EA5398-ATC_Bulubandi;EA5398-ATC_Bulubandi_O1;641-01-5398-02;2T2R;L1800;3;5MHz;1575;450;4903;33.49918;0.60629;220;0;3;27
53990;EA5399M1;5399;0;Huawei;EA5399;EA5399-ATC_Bugumba;EA5399-ATC_Bugumba_M1;641-01-5399-00;2T2R;L1800;3;5MHz;1575;484;4903;33.477029;0.62572;340;0;12;21
53991;EA5399N1;5399;1;Huawei;EA5399;EA5399-ATC_Bugumba;EA5399-ATC_Bugumba_N1;641-01-5399-01;2T2R;L1800;3;5MHz;1575;485;4903;33.477029;0.62572;80;0;2;21
53992;EA5399O1;5399;2;Huawei;EA5399;EA5399-ATC_Bugumba;EA5399-ATC_Bugumba_O1;641-01-5399-02;2T2R;L1800;3;5MHz;1575;483;4903;33.477029;0.62572;200;0;2;21
54060;EA5406M1;5406;0;Huawei;EA5406;EA5406-Bukolooto;EA5406-Bukolooto_M1;641-01-5406-00;2T2R;L1800;3;10MHz;1600;207;4903;32.92956;0.67226;0;0;2;48
54061;EA5406N1;5406;1;Huawei;EA5406;EA5406-Bukolooto;EA5406-Bukolooto_N1;641-01-5406-01;2T2R;L1800;3;10MHz;1600;208;4903;32.92956;0.67226;120;0;2;48
54062;EA5406O1;5406;2;Huawei;EA5406;EA5406-Bukolooto;EA5406-Bukolooto_O1;641-01-5406-02;2T2R;L1800;3;10MHz;1600;209;4903;32.92956;0.67226;200;0;2;48
54070;EA5407M1;5407;0;Huawei;EA5407;EA5407-Katosi-Kagulu;EA5407-Katosi-Kagulu_M1;641-01-5407-00;2T2R;L1800;3;5MHz;1575;412;4903;32.77791;0.13705;0;0;3;48
54071;EA5407N1;5407;1;Huawei;EA5407;EA5407-Katosi-Kagulu;EA5407-Katosi-Kagulu_N1;641-01-5407-01;2T2R;L1800;3;5MHz;1575;411;4903;32.77791;0.13705;120;0;3;48
54072;EA5407O1;5407;2;Huawei;EA5407;EA5407-Katosi-Kagulu;EA5407-Katosi-Kagulu_O1;641-01-5407-02;2T2R;L1800;3;5MHz;1575;413;4903;32.77791;0.13705;240;0;3;48
54110;EA5411M1;5411;0;Huawei;EA5411;EA5411-Maluku;EA5411-Maluku_M1;641-01-5411-00;2T2R;L1800;3;10MHz;1600;158;5804;34.15453;1.06112;30;0;2;48
54111;EA5411N1;5411;1;Huawei;EA5411;EA5411-Maluku;EA5411-Maluku_N1;641-01-5411-01;2T2R;L1800;3;10MHz;1600;157;5804;34.15453;1.06112;140;0;2;48
54112;EA5411O1;5411;2;Huawei;EA5411;EA5411-Maluku;EA5411-Maluku_O1;641-01-5411-02;2T2R;L1800;3;10MHz;1600;156;5804;34.15453;1.06112;280;0;2;48
54120;EA5412M1;5412;0;Huawei;EA5412;EA5412-Musoli;EA5412-Musoli_M1;641-01-5412-00;2T2R;L1800;3;10MHz;1600;165;4903;33.312804;0.442872;60;0;2;48
54121;EA5412N1;5412;1;Huawei;EA5412;EA5412-Musoli;EA5412-Musoli_N1;641-01-5412-01;2T2R;L1800;3;10MHz;1600;166;4903;33.312804;0.442872;180;0;2;48
54122;EA5412O1;5412;2;Huawei;EA5412;EA5412-Musoli;EA5412-Musoli_O1;641-01-5412-02;2T2R;L1800;3;10MHz;1600;167;4903;33.312804;0.442872;300;0;2;48
20041;WE2004M1;2004;1;ZTE;WE2004;WE2004-OUL-Biiso;WE2004-OUL-Biiso_M1;641-01-2004-01;2T2R;L1800;3;10MHz;1600;90;4801;31.4194;1.7599;120;0;1;53
20042;WE2004N1;2004;2;ZTE;WE2004;WE2004-OUL-Biiso;WE2004-OUL-Biiso_N1;641-01-2004-02;2T2R;L1800;3;10MHz;1600;91;4801;31.4194;1.7599;220;0;1;53
20043;WE2004O1;2004;3;ZTE;WE2004;WE2004-OUL-Biiso;WE2004-OUL-Biiso_O1;641-01-2004-03;2T2R;L1800;3;10MHz;1600;92;4801;31.4194;1.7599;310;0;5;53
20790;WE2079M1;2079;0;Huawei;WE2079;WE2079-Rubindi;WE2079-Rubindi_M1;641-01-2079-00;2T2R;L1800;3;10MHz;1600;492;2803;30.5841;-0.3045;70;0;2;48
20791;WE2079N1;2079;1;Huawei;WE2079;WE2079-Rubindi;WE2079-Rubindi_N1;641-01-2079-01;2T2R;L1800;3;10MHz;1600;493;2803;30.5841;-0.3045;155;0;2;48
